
taxa	total	dpt.me	dpt.sd	d>5.tot	d>5.me	d>5.sd	badpairs
30 	*                                   1044
35 	*                                   879
40 	*                                   1740
50 	**                                  7147
100 	**                                  8122
250 	*                                   377
500 	*                                   69

sample: RMB_6448_Gekko_mindorensis_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      17815
5 	***                                 3235
10 	***                                 2272
15 	**                                  1836
20 	**                                  1673
25 	**                                  1524
30 	**                                  1474
35 	**                                  1377
40 	***                                 2390
50 	******                              6155
100 	**                                  983
250 	*                                   41
500 	*                                   35

sample: RMB_6449_Gekko_mindorensis_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     19069
5 	***                                 3136
10 	**                                  2076
15 	**                                  1681
20 	**                                  1369
25 	**                                  1265
30 	**                                  1135
35 	**                                  1086
40 	**                                  1976
50 	*****                               6222
100 	***                                 2785
250 	*                                   99
500 	*                                   53

sample: RMB_6455_Cyrtodactylus_philippinicus_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              104827
5 	****                                13951
10 	**                                  4089
15 	*                                   2083
20 	*                                   1386
25 	*                                   1150
30 	*                                   957
35 	*                                   910
40 	*                                   1697
50 	**                                  6613
100 	***                                 8117
250 	*                                   1339
500 	*                                   93

sample: RMB_6479_Gekko_mindorensis_Panay.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           12244
5 	******                              2547
10 	**                                  337
15 	*                                   57
20 	*                                   16
25 	*                                   13
30 	*                                   5
35 	*                                   4
40 	*                                   4
50 	*                                   8
100 	*                                   6
250 	*                                   6
500 	                                    0

sample: RMB_6628_Cyrtodactylus_philippinicus_Mindoro.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             112332
5 	****                                13407
10 	**                                  3696
15 	*                                   1901
20 	*                                   1381
25 	*                                   1235
30 	*                                   1080
35 	*                                   1011
40 	*                                   1879
50 	***                                 7900
100 	**                                  6408
250 	*                                   154
500 	*                                   51

sample: RMB_7646_Cyrtodactylus_tautbatorum_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              84353
5 	****                                10326
10 	**                                  3183
15 	**                                  2073
20 	*                                   1711
25 	*                                   1576
30 	*                                   1459
35 	*                                   1394
40 	**                                  2423
50 	***                                 7103
100 	**                                  2278
250 	*                                   47
500 	*                                   16

sample: RMB_7647_Cyrtodactylus_tautbatorum_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             140315
5 	****                                21330
10 	**                                  5854
15 	*                                   2371
20 	*                                   1571
25 	*                                   1051
30 	*                                   919
35 	*                                   761
40 	*                                   1497
50 	**                                  5608
100 	***                                 9905
250 	*                                   2398
500 	*                                   87

sample: RMB_7649_Cyrtodactylus_tautbatorum_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               60256
5 	****                                8276
10 	**                                  3040
15 	**                                  2175
20 	**                                  1842
25 	**                                  1623
30 	**                                  1583
35 	*                                   1429
40 	**                                  2432
50 	***                                 5784
100 	*                                   927
250 	*                                   27
500 	*                                   7

sample: RMB_7650_Cyrtodactylus_tautbatorum_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************                  25589
5 	*****                               6577
10 	****                                4234
15 	***                                 2992
20 	**                                  2030
25 	**                                  1207
30 	**                                  747
35 	*                                   385
40 	*                                   306
50 	*                                   156
100 	*                                   23
250 	*                                   2
500 	*                                   1

sample: RMB_7716_Cyrtodactylus_annulatus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        17220
5 	***                                 1482
10 	*                                   178
15 	*                                   39
20 	*                                   6
25 	*                                   3
30 	*                                   2
35 	*                                   2
40 	*                                   1
50 	                                    0
100 	*                                   1
250 	                                    0
500 	                                    0

sample: RMB_7720_Cyrtodactylus_annulatus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        18269
5 	****                                1791
10 	*                                   244
15 	*                                   56
20 	*                                   15
25 	*                                   6
30 	*                                   1
35 	*                                   1
40 	*                                   2
50 	*                                   1
100 	*                                   1
250 	                                    0
500 	                                    0

sample: RMB_7721_Cyrtodactylus_tautbatorum_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               20387
5 	********                            6794
10 	***                                 2370
15 	**                                  683
20 	*                                   162
25 	*                                   44
30 	*                                   14
35 	*                                   13
40 	*                                   8
50 	*                                   14
100 	*                                   4
250 	*                                   1
500 	                                    0

sample: RMB_7722_Cyrtodactylus_annulatus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************************     3966
5 	*                                   25
10 	*                                   1
15 	                                    0
20 	                                    0
25 	                                    0
30 	                                    0
35 	                                    0
40 	                                    0
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_7724_Cyrtodactylus_annulatus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************************          20738
5 	*****                               2994
10 	**                                  572
15 	*                                   145
20 	*                                   48
25 	*                                   17
30 	*                                   2
35 	*                                   3
40 	*                                   2
50 	*                                   5
100 	*                                   1
250 	                                    0
500 	                                    0

sample: RMB_7725_Cyrtodactylus_annulatus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      13602
5 	**                                  556
10 	*                                   42
15 	*                                   8
20 	*                                   1
25 	*                                   3
30 	                                    0
35 	*                                   1
40 	*                                   1
50 	                                    0
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_7757_Cyrtodactylus_redimiculus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 22719
5 	*******                             7839
10 	****                                3765
15 	**                                  1705
20 	**                                  633
25 	*                                   214
30 	*                                   65
35 	*                                   35
40 	*                                   32
50 	*                                   50
100 	*                                   22
250 	*                                   1
500 	*                                   1

sample: RMB_7798_Gekko_athymus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                37017
5 	****                                6412
10 	***                                 3513
15 	**                                  2675
20 	**                                  2098
25 	**                                  1559
30 	**                                  1120
35 	*                                   809
40 	**                                  981
50 	*                                   860
100 	*                                   73
250 	*                                   11
500 	*                                   11

sample: RMB_7828_Gekko_athymus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             118518
5 	****                                17270
10 	**                                  5197
15 	*                                   2300
20 	*                                   1384
25 	*                                   1094
30 	*                                   827
35 	*                                   778
40 	*                                   1392
50 	**                                  5317
100 	***                                 8495
250 	*                                   2423
500 	*                                   181

sample: RMB_7830_Gekko_athymus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              19944
5 	*******                             6143
10 	***                                 1785
15 	*                                   447
20 	*                                   103
25 	*                                   41
30 	*                                   18
35 	*                                   12
40 	*                                   9
50 	*                                   13
100 	*                                   13
250 	*                                   4
500 	*                                   1

sample: RMB_7831_Gekko_athymus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              62500
5 	****                                8399
10 	**                                  2817
15 	**                                  1911
20 	**                                  1547
25 	*                                   1466
30 	*                                   1326
35 	*                                   1325
40 	**                                  2287
50 	***                                 6387
100 	*                                   1392
250 	*                                   50
500 	*                                   29

sample: RMB_7842_Cyrtodactylus_redimiculus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              59614
5 	****                                7383
10 	**                                  2952
15 	**                                  2183
20 	**                                  1889
25 	**                                  1843
30 	**                                  1620
35 	*                                   1420
40 	**                                  2424
50 	***                                 4992
100 	*                                   788
250 	*                                   39
500 	*                                   17

sample: RMB_7859_Cyrtodactylus_redimiculus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             156692
5 	****                                21953
10 	**                                  5790
15 	*                                   2321
20 	*                                   1530
25 	*                                   1058
30 	*                                   952
35 	*                                   842
40 	*                                   1348
50 	**                                  5277
100 	**                                  10490
250 	*                                   1855
500 	*                                   111

sample: RMB_7873_Cyrtodactylus_redimiculus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                27684
5 	******                              8041
10 	****                                4390
15 	***                                 2418
20 	**                                  1262
25 	*                                   532
30 	*                                   227
35 	*                                   89
40 	*                                   63
50 	*                                   61
100 	*                                   27
250 	*                                   3
500 	*                                   2

sample: RMB_7922_Gekko_monarchus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     12188
5 	********                            6226
10 	*****                               3485
15 	***                                 1796
20 	**                                  865
25 	*                                   382
30 	*                                   151
35 	*                                   72
40 	*                                   45
50 	*                                   41
100 	*                                   33
250 	*                                   6
500 	*                                   8

sample: RMB_7923_Gekko_monarchus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           11330
5 	******                              2199
10 	**                                  348
15 	*                                   56
20 	*                                   25
25 	*                                   8
30 	*                                   3
35 	*                                   10
40 	*                                   3
50 	*                                   3
100 	*                                   5
250 	*                                   4
500 	*                                   1

sample: RMB_7924_Gekko_monarchus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        10447
5 	****                                1157
10 	*                                   87
15 	*                                   18
20 	*                                   8
25 	*                                   2
30 	*                                   3
35 	*                                   4
40 	*                                   1
50 	*                                   6
100 	*                                   7
250 	*                                   1
500 	*                                   1

sample: RMB_7937_Gekko_monarchus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             13077
5 	********                            3952
10 	**                                  875
15 	*                                   167
20 	*                                   40
25 	*                                   20
30 	*                                   11
35 	*                                   8
40 	*                                   12
50 	*                                   12
100 	*                                   10
250 	*                                   1
500 	*                                   3

sample: RMB_7938_Gekko_monarchus_Palawan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       11097
5 	*******                             5228
10 	*****                               3796
15 	****                                2610
20 	***                                 1979
25 	**                                  1286
30 	**                                  843
35 	**                                  526
40 	**                                  524
50 	*                                   314
100 	*                                   54
250 	*                                   10
500 	*                                   13

sample: RMB_8043_Cyrtodactylus_annulatus_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                29706
5 	*****                               6680
10 	***                                 3542
15 	**                                  2142
20 	**                                  1251
25 	**                                  843
30 	*                                   560
35 	*                                   350
40 	*                                   471
50 	*                                   477
100 	*                                   49
250 	*                                   5
500 	                                    0

sample: RMB_8201_Cyrtodactylus_annulatus_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************************        17779
5 	***                                 1515
10 	*                                   176
15 	*                                   31
20 	*                                   12
25 	*                                   8
30 	*                                   2
35 	*                                   2
40 	*                                   2
50 	*                                   2
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_8220_Cyrtodactylus_annulatus_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              25699
5 	******                              6342
10 	***                                 2553
15 	**                                  1101
20 	*                                   522
25 	*                                   241
30 	*                                   121
35 	*                                   81
40 	*                                   64
50 	*                                   36
100 	*                                   8
250 	*                                   2
500 	                                    0

sample: RMB_8232_Cyrtodactylus_annulatus_CamiguinSur.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             26451
5 	******                              5682
10 	***                                 1835
15 	**                                  694
20 	*                                   329
25 	*                                   141
30 	*                                   58
35 	*                                   47
40 	*                                   26
50 	*                                   16
100 	*                                   8
250 	*                                   1
500 	                                    0

sample: RMB_8416_Cyrtodactylus_mamanwa_Dinagat.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             28614
5 	******                              6238
10 	***                                 2286
15 	**                                  969
20 	*                                   478
25 	*                                   239
30 	*                                   110
35 	*                                   64
40 	*                                   41
50 	*                                   44
100 	*                                   11
250 	*                                   3
500 	*                                   1

sample: RMB_8417_Cyrtodactylus_mamanwa_Dinagat.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      9871
5 	**                                  200
10 	*                                   11
15 	*                                   6
20 	*                                   3
25 	*                                   4
30 	                                    0
35 	*                                   2
40 	                                    0
50 	*                                   1
100 	                                    0
250 	                                    0
500 	                                    0

sample: RMB_8418_Cyrtodactylus_mamanwa_Dinagat.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                33240
5 	*****                               7438
10 	***                                 3918
15 	**                                  2283
20 	**                                  1465
25 	**                                  977
30 	*                                   645
35 	*                                   419
40 	*                                   546
50 	*                                   617
100 	*                                   84
250 	*                                   5
500 	*                                   3

sample: RMB_8444_Cyrtodactylus_mamanwa_Dinagat.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*********************               35625
5 	*****                               7546
10 	***                                 4105
15 	**                                  2290
20 	**                                  1401
25 	*                                   812
30 	*                                   575
35 	*                                   392
40 	*                                   451
50 	*                                   493
100 	*                                   42
250 	*                                   7
500 	*                                   2

sample: RMB_8445_Cyrtodactylus_mamanwa_Dinagat.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************************          22300
5 	*****                               3256
10 	**                                  633
15 	*                                   185
20 	*                                   61
25 	*                                   22
30 	*                                   7
35 	*                                   11
40 	*                                   4
50 	*                                   9
100 	*                                   5
250 	*                                   1
500 	                                    0

sample: RMB_8754_Gekko_romblon_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************************           13074
5 	******                              2948
10 	**                                  361
15 	*                                   55
20 	*                                   20
25 	*                                   14
30 	*                                   8
35 	*                                   6
40 	*                                   10
50 	*                                   5
100 	*                                   6
250 	                                    0
500 	*                                   1

sample: RMB_8761_Cyrtodactylus_philippinicus_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             135780
5 	****                                18119
10 	**                                  5115
15 	*                                   2216
20 	*                                   1312
25 	*                                   972
30 	*                                   786
35 	*                                   690
40 	*                                   1238
50 	**                                  5333
100 	***                                 10183
250 	*                                   1936
500 	*                                   115

sample: RMB_8762_Cyrtodactylus_philippinicus_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************************         12672
5 	*****                               1781
10 	*                                   246
15 	*                                   45
20 	*                                   13
25 	*                                   3
30 	*                                   4
35 	*                                   4
40 	*                                   9
50 	*                                   3
100 	*                                   1
250 	                                    0
500 	                                    0

sample: RMB_8765_Gekko_romblon_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************                   25727
5 	***                                 4036
10 	***                                 2735
15 	**                                  2345
20 	**                                  2044
25 	**                                  1848
30 	**                                  1604
35 	**                                  1510
40 	**                                  2377
50 	****                                4713
100 	*                                   413
250 	*                                   26
500 	*                                   17

sample: RMB_8789_Gekko_romblon_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*****************                   12133
5 	*********                           6327
10 	*****                               2844
15 	**                                  1119
20 	**                                  434
25 	*                                   176
30 	*                                   56
35 	*                                   17
40 	*                                   29
50 	*                                   38
100 	*                                   13
250 	*                                   5
500 	*                                   1

sample: RMB_8790_Cyrtodactylus_philippinicus_Tablas.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             93094
5 	***                                 10408
10 	**                                  2989
15 	*                                   1834
20 	*                                   1439
25 	*                                   1295
30 	*                                   1162
35 	*                                   1146
40 	*                                   2063
50 	***                                 7832
100 	**                                  4042
250 	*                                   81
500 	*                                   38

sample: RMB_8931_Cyrtodactylus_gubaot_Leyte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***********************             23799
5 	******                              5678
10 	***                                 1843
15 	**                                  739
20 	*                                   295
25 	*                                   160
30 	*                                   92
35 	*                                   44
40 	*                                   45
50 	*                                   35
100 	*                                   8
250 	*                                   4
500 	                                    0

sample: RMB_8932_Cyrtodactylus_gubaot_Leyte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                35048
5 	*****                               7330
10 	***                                 4096
15 	**                                  2547
20 	**                                  1781
25 	**                                  1300
30 	*                                   933
35 	*                                   719
40 	*                                   903
50 	**                                  1298
100 	*                                   218
250 	*                                   13
500 	*                                   9

sample: RMB_8933_Cyrtodactylus_gubaot_Leyte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	********************                39412
5 	*****                               7557
10 	***                                 4228
15 	**                                  2781
20 	**                                  1948
25 	**                                  1324
30 	*                                   982
35 	*                                   674
40 	*                                   874
50 	**                                  1188
100 	*                                   161
250 	*                                   9
500 	*                                   8

sample: RMB_8934_Cyrtodactylus_gubaot_Leyte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              26088
5 	******                              6429
10 	***                                 2524
15 	**                                  1019
20 	*                                   483
25 	*                                   247
30 	*                                   137
35 	*                                   69
40 	*                                   47
50 	*                                   41
100 	*                                   14
250 	*                                   5
500 	                                    0

sample: RMB_8937_Cyrtodactylus_gubaot_Leyte.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**********************              26164
5 	******                              6337
10 	***                                 2439
15 	**                                  1152
20 	*                                   536
25 	*                                   279
30 	*                                   159
35 	*                                   66
40 	*                                   83
50 	*                                   58
100 	*                                   12
250 	*                                   4
500 	*                                   1

sample: RMB_9207_Cyrtodactylus_jambangan_Mindanao.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************************          23513
5 	*****                               3696
10 	**                                  816
15 	*                                   251
20 	*                                   87
25 	*                                   35
30 	*                                   14
35 	*                                   4
40 	*                                   5
50 	*                                   6
100 	*                                   3
250 	                                    0
500 	*                                   2

sample: RMB_9223_Cyrtodactylus_jambangan_Mindanao.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	******************************      12712
5 	**                                  462
10 	*                                   37
15 	*                                   8
20 	*                                   2
25 	*                                   1
30 	                                    0
35 	*                                   1
40 	                                    0
50 	                                    0
100 	*                                   1
250 	                                    0
500 	*                                   1

sample: RMB_9528_Lepidodactylus_balioburius_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      13264
5 	****                                3005
10 	***                                 2151
15 	***                                 1692
20 	***                                 1567
25 	**                                  1394
30 	**                                  1224
35 	**                                  1097
40 	***                                 1777
50 	****                                3475
100 	*                                   353
250 	*                                   33
500 	*                                   15

sample: RMB_9529_Lepidodactylus_balioburius_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	****************                    21407
5 	***                                 2894
10 	**                                  1559
15 	**                                  1110
20 	**                                  954
25 	**                                  843
30 	**                                  774
35 	**                                  814
40 	**                                  1344
50 	*****                               5448
100 	*****                               5286
250 	*                                   217
500 	*                                   41

sample: RMB_9530_Lepidodactylus_balioburius_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      10173
5 	*******                             4340
10 	*****                               2772
15 	***                                 1782
20 	***                                 1237
25 	**                                  891
30 	**                                  589
35 	**                                  421
40 	**                                  491
50 	**                                  586
100 	*                                   64
250 	*                                   9
500 	*                                   6

sample: RMB_9531_Lepidodactylus_balioburius_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     9528
5 	*********                           5301
10 	*****                               3018
15 	***                                 1671
20 	**                                  769
25 	*                                   321
30 	*                                   137
35 	*                                   51
40 	*                                   42
50 	*                                   35
100 	*                                   16
250 	*                                   8
500 	                                    0

sample: RMB_9533_Lepidodactylus_balioburius_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     17340
5 	***                                 2744
10 	**                                  1643
15 	**                                  1274
20 	**                                  1160
25 	**                                  1032
30 	**                                  982
35 	**                                  850
40 	**                                  1663
50 	*****                               5603
100 	****                                3217
250 	*                                   77
500 	*                                   33

sample: RMB_9552_Gekko_porosus_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     21446
5 	***                                 3176
10 	**                                  1868
15 	**                                  1480
20 	**                                  1317
25 	**                                  1185
30 	**                                  1176
35 	**                                  1095
40 	**                                  1999
50 	******                              7192
100 	***                                 3503
250 	*                                   100
500 	*                                   60

sample: RMB_9554_Gekko_porosus_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 13651
5 	********                            5760
10 	****                                2315
15 	**                                  923
20 	*                                   374
25 	*                                   146
30 	*                                   40
35 	*                                   28
40 	*                                   23
50 	*                                   39
100 	*                                   22
250 	*                                   9
500 	*                                   3

sample: RMB_9555_Gekko_porosus_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	************                        10837
5 	******                              4492
10 	****                                3241
15 	****                                2633
20 	***                                 2011
25 	***                                 1569
30 	**                                  1170
35 	**                                  926
40 	**                                  1111
50 	**                                  1373
100 	*                                   125
250 	*                                   25
500 	*                                   16

sample: RMB_9560_Gekko_porosus_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      15995
5 	****                                3663
10 	***                                 2675
15 	***                                 2400
20 	***                                 2135
25 	***                                 1886
30 	**                                  1649
35 	**                                  1424
40 	***                                 2133
50 	***                                 2255
100 	*                                   124
250 	*                                   37
500 	*                                   23

sample: RMB_9567_Lepidodactylus_balioburius_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      13043
5 	****                                2981
10 	***                                 2031
15 	***                                 1690
20 	**                                  1475
25 	**                                  1223
30 	**                                  1150
35 	**                                  950
40 	***                                 1636
50 	*****                               3867
100 	**                                  1011
250 	*                                   26
500 	*                                   17

sample: RMB_9568_Lepidodactylus_balioburius_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      14953
5 	***                                 2689
10 	**                                  1665
15 	**                                  1350
20 	**                                  1119
25 	**                                  1022
30 	**                                  1002
35 	**                                  904
40 	**                                  1727
50 	******                              5648
100 	****                                3037
250 	*                                   59
500 	*                                   32

sample: RMB_9570_Lepidodactylus_balioburius_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*******************                 35753
5 	***                                 3121
10 	**                                  1530
15 	**                                  1089
20 	*                                   794
25 	*                                   689
30 	*                                   604
35 	*                                   539
40 	*                                   926
50 	***                                 3522
100 	****                                6937
250 	***                                 4013
500 	*                                   490

sample: RMB_9574_Lepidodactylus_balioburius_Sabtang.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	**************                      12362
5 	*****                               3461
10 	****                                2673
15 	***                                 2175
20 	***                                 1750
25 	***                                 1528
30 	**                                  1234
35 	**                                  1065
40 	***                                 1506
50 	***                                 1778
100 	*                                   90
250 	*                                   15
500 	*                                   8

sample: RMB_9575_Gekko_porosus_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	***************                     21925
5 	***                                 3093
10 	**                                  1903
15 	**                                  1437
20 	**                                  1235
25 	**                                  1153
30 	**                                  1048
35 	**                                  1062
40 	**                                  1896
50 	******                              6996
100 	****                                4508
250 	*                                   126
500 	*                                   60

sample: RMB_9584_Gekko_porosus_Batan.trimmed
bins	depth_histogram	cnts
   :	0------------50-------------100%
0 	*************                       12346
5 	******                              5185
10 	*****                               3775
15 	****                                2763
20 	***                                 1983
25 	**                                  1361
30 	**                                  867
