Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	A	4	I5	RMB 4191	Bronchocela	cristatella	Philippines	Luzon		Imugan																													
	A	4	I6	RMB 4205	Lamprolepis	smaragdina	Philippines	Luzon		Callao Caves																													
	A	4	I7	RMB 4272	Occidozyga	laevis	Philippines	Luzon		Pagudpud																													
	A	4	I8	RMB 4273	Lepidodactylus	sp	Philippines	Luzon		Pagudpud																													
	A	5	A1	RMB 4379	Rana	grandocula	Philippines	Samar		San Raphael																													
	A	5	A2	RMB 4389	Limnonectes	magnus	Philippines	Leyte		Burauen																													
	A	5	A3	RMB 4290	Varanus	salvator	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	A4	RMB 4381	Rhabdophis		Philippines	Samar		San Raphael																													
	A	5	A5	RMB 4392	Pseudogekko		Philippines	Leyte		Baybay																													
	A	5	A6	ACD 1531	Hydrosaurus		Philippines	Leyte		Baybay																													
	A	5	A7	RMB 4288	Platymantis	"""rizali"""	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	A8	RMB 4291	Tropidolaemus	wagleri	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	A9	RMB 4289	Platymantis	"""rizali"""	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	B1	RMB 4393	Lycodon	dumereli	Philippines	Leyte		Baybay																													
	A	5	B2	RMB 4280	Rana	luzonensis	Philippines	Luzon		Mt. Data																													
	A	5	B3	ACD 1531	Hydrosaurus		Philippines	Leyte		Baybay																													
	A	5	B4	RMB 4360	Rana	erythraea	Philippines	Leyte		Baybay																													
	A	5	B5	RMB 4374	Limnonectes	magnus	Philippines	Samar		San Raphael																													
	A	5	B6	ACD 1470	Platymantis	subterrestris	Philippines	Luzon		Mt. Data																													
	A	5	B7	RMB 4391	Tropidolaemus	philippinensis?	Philippines	Leyte		Baybay																													
	A	5	B8	RMB 4393	Lycodon	dumereli	Philippines	Leyte		Baybay																													
	A	5	B9	RMB 4286	Rana	similis	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	C1	RMB 4183	Limnonectes	leytensis	Philippines	Negros		Dumaguete																													
	A	5	C2	RMB 4284	Limnonectes	woodworthi	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	C3	RMB 4362	Rana	vittigera	Philippines	Leyte		Baybay																													
	A	5	C4	ACD 1513	Cyrtodactylus	agusanensis	Philippines	Leyte		Baybay																													
	A	5	C5	ACD 1517	Rana	erythraea	Philippines	Leyte		Baybay																													
	A	5	C6	RMB 4371	Rhacophorus	cf pardalis	Philippines	Leyte		Baybay																													
	A	5	C7	ACD 1515	Rana	vittigera	Philippines	Leyte		Baybay																													
	A	5	C8	RMB 4290	Varanus	salvator	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	C9	RMB 4370	Polypedates	leucomystax	Philippines	Leyte		Baybay																													
	A	5	D1	ACD 1523	Pseudogekko	compresicorpus	Philippines	Leyte		Baybay																													
	A	5	D2	RMB 4396	Rana	albotuberculata	Philippines	Leyte		Burauen																													
	A	5	D3	ACD 1529	Rana	erythraea	Philippines	Luzon		Mahagnao Falls																													
	A	5	D4	RMB 4185	Occidozyga	laevis	Philippines	Negros		Dumaguete																													
	A	5	D5	RMB 4391	Tropidolaemus	philippinensis?	Philippines	Leyte		Baybay																													
	A	5	D6	RMB 4383	Megophrys	stejnegori	Philippines	Leyte		Burauen																													
	A	5	D7	RMB 4369	Tropidolaemus	philippinensis?	Philippines	Leyte		Baybay																													
	A	5	D8	ACD 1532	Tropidonophis?	philippinensis?	Philippines	Leyte		Hinabangan																													
	A	5	D9	RMB 4382	Rhacophorus	pardalis?	Philippines	Leyte		Baybay																													
	A	5	E1	RMB 4282	Platymantis	subterrestris	Philippines	Luzon		Mt. Data																													
	A	5	E2	RMB 4384	Megophrys	stejnegori	Philippines	Leyte		Burauen																													
	A	5	E3	RMB 4373	Limnonectes	magnus	Philippines	Samar		San Raphael																													
	A	5	E4	RMB 4365	Pseudogekko	compresicorpus	Philippines	Leyte		Baybay																													
	A	5	E5	RMB 4361	Megophrys	stejnegori	Philippines	Leyte		Baybay																													
	A	5	E6	ACD 1524	Oxyrhabdion	modestum	Philippines	Leyte		Baybay																													
	A	5	E7	ACD 1532	Tropidonophis					Hinabangan																													
	A	5	E8	RMB 4190	Bronchocela	cristatella	Philippines	Luzon		Imugan																													
	A	5	E9	RMB 4290	Varanus	salvator	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	F1	RMB 4291	Tropidolaemus	wagleri	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	F2	ACD 1516	Rana	grandocula	Philippines	Leyte		Baybay																													
	A	5	F3	RMB 4381	Rhabdophis		Philippines	Samar		San Raphael																													
	A	5	F4	RMB 4372	Gekko	gecko	Philippines	Leyte		Baybay																													
	A	5	F5	RMB 4290	Varanus	salvator	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	F6	RMB 4377	Rana	grandocula	Philippines	Samar		San Raphael																													
	A	5	F7	RMB 1234	Rana	similis	Philippines	Luzon		Cavite	Mt. Palaypalay																												
	A	5	F8	ACD 1514	Megophrys	stejnegori	Philippines	Leyte		Baybay																													
	A	5	F9	RMB 4365	Pseudogekko		Philippines	Leyte		Baybay																													
	A	5	G1	RMB 4191	Bronchocela	cristatella	Philippines	Luzon		Imugan																													
	A	5	G2	RMB 4387	Rana	grandocula	Philippines	Leyte		Burauen																													
	A	5	G3	RMB 4385	Megophrys	stejnegori	Philippines	Leyte		Burauen																													
	A	5	G4	RMB 4369	Tropidolaemus	philippinensis?	Philippines	Leyte		Baybay																													
	A	5	G5	RMB 3815	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	G6	RMB 3538	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	G7	RMB 3887	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	G8	RMB 3537	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	G9	RMB 3886	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	H1	RMB 1458	Polypedates	leucomystax					Marowo																												
	A	5	H2	RMB 3407	Polypedates	leucomystax	Philippines	Luzon			Mt. Isarog																												
	A	5	H3	RMB 3814	Polypedates	leucomystax	Philippines	Luzon			Mt. Malinao																												
	A	5	H4	RMB 4014	Polypedates	leucomystax	Philippines	Luzon			Mt. Bulusan																												
	A	5	H5	RMB 3215	Polypedates	leucomystax	Philippines	Negros																															
	A	5	H6	RMB 4013	Polypedates	leucomystax	Philippines	Luzon			Mt. Bulusan																												
	A	5	H7	RMB 3343	Polypedates	leucomystax	Philippines	Luzon			Mt. Isarog																												
	A	5	H8	RMB 2484	Polypedates	leucomystax	Indonesia	Sulawesi			Awan																												
	A	5	H9	MF 0793	Polypedates	sp.																																	
	A	5	I1	RMB 3292	Occidozyga	laevis	Philippines	Negros																															
	A	5	I2	RMB 3385	Occidozyga	laevis	Philippines	Luzon			Mt. Isarog																												
	A	5	I3	RMB 3808	Occidozyga	laevis	Philippines	Luzon			Mt. Malinao																												
	A	5	I4	RMB 3657	Occidozyga	laevis	Philippines	Luzon			Mt. Banahao																												
	A	5	I5	RMB 3382	Occidozyga	laevis	Philippines	Luzon			Mt. Isarog																												
	A	5	I6	RMB 4110	Occidozyga	laevis	Philippines				Balinsasayo																												
	A	5	I7	RMB 3386	Occidozyga	laevis	Philippines	Luzon			Mt. Isarog																												
	A	5	I8	RMB 3807	Occidozyga	laevis	Philippines	Luzon			Mt. Malinao																												
	A	5	I9	ACD 2575	Varanus	salvator	Philippines				Garita																												
	A	6	A1	ACD 1269	Megophrys	ligayae	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	A2	ACD 1291	Eutropis		Philippines	Palawan		Victoria																													
	A	6	A3	ACD 1413	Leptobrachium	"""hasselti"""	Philippines	Mindoro		Sablayan																													
	A	6	A4	ACD 1266	Leptobrachium	"""hasselti"""	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	A5	ACD 1264	Philautus	longicrus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	A6	ACD 1293	Barbourula	busuangensis	Philippines	Palawan		Victoria																													
	A	6	A7	ACD 1400	Polypedates	leucomystax	Philippines	Mindoro		Sablayan																													
	A	6	A8	ACD 1414	Rhacophorus	cf pardalis	Philippines	Mindoro		Sablayan																													
	A	6	A9	ACD 1298	Staurois	natator	Philippines	Palawan		Victoria																													
	A	6	B1	ACD 1412	Rhacophorus	cf pardalis	Philippines	Mindoro		Sablayan																													
	A	6	B2	ACD 1275	Staurois	natator	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	B3	ACD 1281a	Elaphe	philippinensis	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	B4	HFT 019	Eutropis		Philippines	Mindoro		Sablayan																													
	A	6	B5	ACD 1294	Barbourula	busuangensis	Philippines	Palawan		Victoria																													
	A	6	B6	ACD 1292	Eutropis		Philippines	Palawan		Victoria																													
	A	6	B7	ACD 1281b	Elaphe	philippinensis	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	B8	ACD 1270	Megophrys	ligayae	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	B9	ACD 1290	Eutropis		Philippines	Palawan		Victoria																													
	A	6	C1	ACD 1396	Hoplobatrachus	rugulosus				Siburan																													
	A	6	C2	ACD 1280	Cyrtodactylus	annulatus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	C3	ACD 1279	Cyrtodactylus	redimiculus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	C4	ACD 1315	Rana	vittigera	Philippines	Luzon		"IRRI, Los Banos, Laguna"																													
	A	6	C5	ACD 1295	Gekko	palawanensis	Philippines	Palawan		Victoria																													
	A	6	C6	ACD 1256																																			
	A	6	C7	ACD 1274	Occidozyga	laevis	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	C8	ACD 1296	Rhabdophis	chrysarga?	Philippines	Palawan		Victoria																													
	A	6	C9	ACD 1368	Brachymeles		Philippines	Luzon		"Mt. Palaypalay, Cavite"																													
	A	6	D1	ACD 1314	Polypedates	leucomystax	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	D2	ACD 1287	Nictixalus	spinosus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	D3	ACD 1367	Sphenomorphus	steerei	Philippines	Luzon		"Mt. Palaypalay, Cavite"																													
	A	6	D4	ACD 1392	Hoplobatrachus	rugulosus	Philippines	Luzon		Clark																													
	A	6	D5	ACD 1389	Rhabdophis	chrysarga?	Philippines	Palawan		Irawan																													
	A	6	D6	ACD 1309	Bufo	philippinensis	Philippines	Palawan		Puerto Princessa																													
	A	6	D7	ACD 1375	Bufo	philippinensis	Philippines	Palawan		Puerto Princessa																													
	A	6	D8	ACD 1312	Gekko	cf mindorensis	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	D9	ACD 1387	Rana?		Philippines	Palawan		Estrella Fallsd																													
	A	6	E1	ACD 1376	Bufo	philippinensis	Philippines	Palawan		Puerto Princessa																													
	A	6	E2	ACD 1401	Limnonectes	cf acanthi	Philippines	Mindoro		Sablayan																													
	A	6	E3	ACD 1313	Gehyra	mutilata	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	E4	ACD 1380	Eutropis					Malatgao																													
	A	6	E5	ACD 1373	Hoplobatrachus	rugulosus	Philippines	Palawan		Puerto Princessa																													
	A	6	E6	ACD 1373	Hoplobatrachus	rugulosus	Philippines	Palawan		Puerto Princessa																													
	A	6	E7	ACD 1407	Platymantis	sp 	Philippines	Mindoro		Sablayan																													
	A	6	E8	ACD 1310	Xenopeltis	unicolor	Philippines	Palawan		Narra																													
	A	6	E9	ACD 1297	Rhabdophis		Philippines	Palawan		Victoria																													
	A	6	F1	ACD 1282	Boiga	shultzei?	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	F2	ACD 1383	Gekko		Philippines	Palawan		Estrella Fallsd																													
	A	6	F3	ACD 1302	Bufo	philippinensis	Philippines	Palawan		Victoria																													
	A	6	F4	ACD 1283	Parias	shultzi?	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	F5	ACD 1391	Polypedates	leucomystax	Philippines	Luzon		Clark																													
	A	6	F6	ACD 1273	Philautus	longicrus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	F7	ACD 1278	Gekko	palawanensis				Mt. Mantalingahan																													
	A	6	F8	HFT 020	Cyrtodactylus		Philippines	Mindoro		Sablayan																													
	A	6	F9	HFT 011	Limnonectes	cf acanthi	Philippines	Mindoro		Sablayan																													
	A	6	G1	ACD 1285	Dryophiops		Philippines	Palawan		Mt. Mantalingahan																													
	A	6	G2	ACD 1286	Philautus	longicrus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	G3	ACD 1398	Limnonectes	cf acanthi	Philippines	Mindoro		Sablayan																													
	A	6	G4	ACD 1397	Limnonectes	cf acanthi	Philippines	Mindoro		Sablayan																													
	A	6	G5	ACD 1405	Platymantis		Philippines	Mindoro		Sablayan																													
	A	6	G6	ACD 1267	Cyrtodactylus		Philippines	Palawan		Mt. Mantalingahan																													
	A	6	G7	ACD 1300	Staurois	natator	Philippines	Palawan		Victoria																													
	A	6	G8	ACD 1311	Platymantis	luzonensis	Philippines	Luzon		Mt. Makiling																													
	A	6	G9	ACD 1284	Liopeltis	philippina	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	H1	ACD 1306	Rana	vittigera	Philippines	Palawan		Puerto Princessa																													
	A	6	H2	ACD 1262	Bronchocela	cristatella	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	H3	ACD 1263	Philautus	longicrus	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	H4	ACD 1265	Bronchocela	cristatella	Philippines	Palawan		Mt. Mantalingahan																													
	A	6	H5	RMB 3326	Varanus	sinuchalis	Philippines	Negros		Philippines																													
	A	6	H6	MF 0762	Varanus	salvator																																	
	A	6	H7	MF 0833	Varanus	salvator																																	
	A	6	H8	MLD 001	Varanus		Philippines																																
	A	6	H9	MLD 002	Varanus		Philippines																																
	A	6	I1	MLD 003	Varanus		Philippines																																
	A	6	I2	MLD 004	Varanus		Philippines																																
	A	6	I3	MLD 004	Varanus		Philippines																																
	A	6	I4	MLD 005	Varanus		Philippines																																
	A	6	I5	MLD 006	Varanus		Philippines																																
	A	6	I6	MLD 006	Varanus		Philippines																																
